ArcGISPro,CitySim,GRASS GIS,Ladybug,SAGA GIS,SimStadt,Weather data,doy,month,diff_arcgis,percentage_arcgis,diff_citysim,percentage_citysim,diff_grass,percentage_grass,diff_ladybug,percentage_ladybug,diff_saga,percentage_saga,diff_simstadt,percentage_simstadt
3566.54,4427.29,1819.32,4524.2,5659.46,2665,4671.1,243,8,-1104.56,-23.65,-243.81,-5.22,-2851.78,-61.05,-146.9,-3.14,988.36,21.16,-2006.1,-42.95
4134.95,4829.83,2064.61,4976.1,5008.35,2433,5156.7,244,9,-1021.75,-19.81,-326.87,-6.34,-3092.09,-59.96,-180.6,-3.5,-148.35,-2.88,-2723.7,-52.82
3633.28,4740.74,2074.64,4940.3,6082.2,2422,5159.0,245,9,-1525.72,-29.57,-418.26,-8.11,-3084.36,-59.79,-218.7,-4.24,923.2,17.89,-2737.0,-53.05
4209.97,4749.32,2084.64,4926.9,6103.91,3018,4997.9,246,9,-787.93,-15.77,-248.58,-4.97,-2913.26,-58.29,-71.0,-1.42,1106.01,22.13,-1979.9,-39.61
3700.23,3584.72,2094.62,3650.65,6125.49,3017,3694.6,247,9,5.63,0.15,-109.88,-2.97,-1599.98,-43.31,-43.95,-1.19,2430.89,65.8,-677.6,-18.34
4285.08,3941.92,2104.57,4090.92,6146.93,3017,4195.3,248,9,89.78,2.14,-253.38,-6.04,-2090.73,-49.83,-104.38,-2.49,1951.63,46.52,-1178.3,-28.09
3784.33,4019.96,2114.49,4177.64,6339.44,2909,4313.3,249,9,-528.97,-12.26,-293.34,-6.8,-2198.81,-50.98,-135.66,-3.15,2026.14,46.97,-1404.3,-32.56
3800.64,4727.03,2124.38,4948.36,6361.57,2855,5102.5,250,9,-1301.86,-25.51,-375.47,-7.36,-2978.12,-58.37,-154.14,-3.02,1259.07,24.68,-2247.5,-44.05
4397.31,4573.86,2460.08,4767.65,6383.54,2851,4950.6,251,9,-553.29,-11.18,-376.74,-7.61,-2490.52,-50.31,-182.95,-3.7,1432.94,28.94,-2099.6,-42.41
3867.34,4758.04,2471.83,5006.21,6405.34,2687,5233.0,252,9,-1365.66,-26.1,-474.96,-9.08,-2761.17,-52.76,-226.79,-4.33,1172.34,22.4,-2546.0,-48.65
4471.78,5183.02,2483.52,5403.98,6426.96,2540,5664.6,253,9,-1192.82,-21.06,-481.58,-8.5,-3181.08,-56.16,-260.62,-4.6,762.35,13.46,-3124.6,-55.16
3933.83,4991.75,2495.16,5194.02,6448.39,2880,5430.1,254,9,-1496.27,-27.56,-438.35,-8.07,-2934.94,-54.05,-236.08,-4.35,1018.29,18.75,-2550.1,-46.96
4545.81,5289.86,2506.74,5496.22,6469.63,2749,5726.9,255,9,-1181.09,-20.62,-437.04,-7.63,-3220.16,-56.23,-230.68,-4.03,742.73,12.97,-2977.9,-52.0
3434.42,4688.46,2824.83,4910.42,6490.67,3261,5034.6,256,9,-1600.18,-31.78,-346.14,-6.88,-2209.77,-43.89,-124.18,-2.47,1456.07,28.92,-1773.6,-35.23
4619.1,4119.12,2838.11,4295.67,6089.0,3258,4411.2,257,9,207.9,4.71,-292.08,-6.62,-1573.09,-35.66,-115.53,-2.62,1677.8,38.04,-1153.2,-26.14
4082.64,4483.41,2577.2,4643.06,6107.45,3167,4803.0,258,9,-720.36,-15.0,-319.59,-6.65,-2225.8,-46.34,-159.94,-3.33,1304.45,27.16,-1636.0,-34.06
4097.78,4590.0,2588.56,4708.14,6125.7,3323,4848.4,259,9,-750.62,-15.48,-258.4,-5.33,-2259.84,-46.61,-140.26,-2.89,1277.3,26.34,-1525.4,-31.46
4727.76,4408.55,2599.83,4520.66,6144.95,3277,4676.1,260,9,51.66,1.1,-267.55,-5.72,-2076.27,-44.4,-155.44,-3.32,1468.85,31.41,-1399.1,-29.92
4160.84,4418.79,2611.02,4537.06,6162.98,3289,4693.0,261,9,-532.16,-11.34,-274.21,-5.84,-2081.98,-44.36,-155.94,-3.32,1469.98,31.32,-1404.0,-29.92
4797.54,4737.32,2622.12,4866.55,6180.81,3513,4969.4,262,9,-171.85,-3.46,-232.08,-4.67,-2347.28,-47.23,-102.85,-2.07,1211.41,24.38,-1456.4,-29.31
4224.39,3324.3,2633.13,3374.86,6198.43,3137,3386.7,263,9,837.69,24.73,-62.4,-1.84,-753.57,-22.25,-11.84,-0.35,2811.73,83.02,-249.7,-7.37
4867.54,3467.25,2644.04,3559.2,6215.86,3130,3645.6,264,9,1221.94,33.52,-178.35,-4.89,-1001.56,-27.47,-86.4,-2.37,2570.26,70.5,-515.6,-14.14
4286.89,4328.1,2654.86,4472.02,6233.08,3412,4583.4,265,9,-296.51,-6.47,-255.3,-5.57,-1928.54,-42.08,-111.38,-2.43,1649.68,35.99,-1171.4,-25.56
4936.47,4914.46,2665.57,5081.05,6250.09,3470,5198.0,266,9,-261.53,-5.03,-283.54,-5.45,-2532.43,-48.72,-116.95,-2.25,1052.09,20.24,-1728.0,-33.24
4366.02,3442.85,2676.18,3489.97,6266.9,3212,3519.9,267,9,846.12,24.04,-77.05,-2.19,-843.72,-23.97,-29.93,-0.85,2747.0,78.04,-307.9,-8.75
4378.83,3587.64,2329.34,3647.81,6283.5,3268,3685.3,268,9,693.53,18.82,-97.66,-2.65,-1355.96,-36.79,-37.49,-1.02,2598.2,70.5,-417.3,-11.32
4426.49,3834.01,2338.02,3936.57,6299.9,3340,4022.6,269,9,403.89,10.04,-188.59,-4.69,-1684.58,-41.88,-86.03,-2.14,2277.3,56.61,-682.6,-16.97
4438.68,4980.05,2346.62,5168.09,6316.1,3565,5328.1,270,9,-889.42,-16.69,-348.05,-6.53,-2981.48,-55.96,-160.01,-3.0,988.0,18.54,-1763.1,-33.09
5102.93,4220.67,2355.12,4289.05,6332.08,3655,4331.0,271,9,771.93,17.82,-110.33,-2.55,-1975.88,-45.62,-41.95,-0.97,2001.08,46.2,-676.0,-15.61
4497.29,4274.84,2363.52,4351.01,6347.87,3700,4395.9,272,9,101.39,2.31,-121.05,-2.75,-2032.38,-46.23,-44.89,-1.02,1951.97,44.4,-695.9,-15.83
5166.95,3954.66,2371.83,4015.66,5944.48,3576,4045.1,273,9,1121.85,27.73,-90.44,-2.24,-1673.27,-41.37,-29.44,-0.73,1899.38,46.95,-469.1,-11.6
4554.55,4658.57,2351.33,4779.07,6625.89,3864,4874.8,274,10,-320.25,-6.57,-216.23,-4.44,-2523.47,-51.77,-95.73,-1.96,1751.09,35.92,-1010.8,-20.74
5229.35,4482.19,2359.3,4605.72,6641.09,3707,4718.9,275,10,510.45,10.82,-236.71,-5.02,-2359.6,-50.0,-113.18,-2.4,1922.19,40.73,-1011.9,-21.44
4628.04,4165.0,2022.63,4234.6,6656.11,3671,4300.1,276,10,327.94,7.63,-135.1,-3.14,-2277.47,-52.96,-65.5,-1.52,2356.01,54.79,-629.1,-14.63
4637.8,3830.56,2404.81,3924.5,6670.95,3459,4030.2,277,10,607.6,15.08,-199.64,-4.95,-1625.39,-40.33,-105.7,-2.62,2640.75,65.52,-571.2,-14.17
4682.48,4848.87,2412.5,4960.24,6685.61,3898,5034.4,278,10,-351.92,-6.99,-185.53,-3.69,-2621.9,-52.08,-74.16,-1.47,1651.21,32.8,-1136.4,-22.57
4691.49,4923.76,2420.08,5042.2,6700.09,4028,5142.6,279,10,-451.11,-8.77,-218.84,-4.26,-2722.52,-52.94,-100.4,-1.95,1557.49,30.29,-1114.6,-21.67
5377.97,4020.38,2427.55,4073.87,6714.4,3767,4093.8,280,10,1284.17,31.37,-73.42,-1.79,-1666.25,-40.7,-19.93,-0.49,2620.6,64.01,-326.8,-7.98
4743.56,4295.5,2434.92,4379.7,6728.54,3775,4444.5,281,10,299.06,6.73,-149.0,-3.35,-2009.58,-45.22,-64.8,-1.46,2284.04,51.39,-669.5,-15.06
5434.25,4462.7,2442.17,4566.12,6742.51,3783,4661.2,282,10,773.05,16.58,-198.5,-4.26,-2219.03,-47.61,-95.08,-2.04,2081.31,44.65,-878.2,-18.84
5461.71,5561.75,2855.6,5680.03,6756.31,4142,5807.9,283,10,-346.19,-5.96,-246.15,-4.24,-2952.3,-50.83,-127.87,-2.2,948.41,16.33,-1665.9,-28.68
4818.71,4777.59,2864.0,4862.13,6769.96,4192,4937.8,284,10,-119.09,-2.41,-160.21,-3.24,-2073.8,-42.0,-75.67,-1.53,1832.16,37.1,-745.8,-15.1
5515.24,5348.3,2872.26,5467.94,6783.44,4240,5502.8,285,10,12.44,0.23,-154.5,-2.81,-2630.54,-47.8,-34.86,-0.63,1280.64,23.27,-1262.8,-22.95
4866.78,4615.8,2880.39,4674.89,6797.98,4152,4687.6,286,10,179.18,3.82,-71.8,-1.53,-1807.21,-38.55,-12.71,-0.27,2110.38,45.02,-535.6,-11.43
5566.8,4777.58,2888.38,4869.17,6811.23,4204,4945.9,287,10,620.9,12.55,-168.32,-3.4,-2057.52,-41.6,-76.73,-1.55,1865.33,37.71,-741.9,-15.0
4913.08,4130.28,2896.22,4183.76,6824.34,3858,4227.7,288,10,685.38,16.21,-97.42,-2.3,-1331.48,-31.49,-43.94,-1.04,2596.64,61.42,-369.7,-8.74
4935.61,4268.65,2913.94,4320.72,6281.12,4005,4343.3,289,10,592.31,13.64,-74.65,-1.72,-1429.36,-32.91,-22.58,-0.52,1937.82,44.62,-338.3,-7.79
4975.29,3961.87,2922.36,4018.04,6292.88,3662,4065.3,290,10,909.99,22.38,-103.43,-2.54,-1142.94,-28.11,-47.26,-1.16,2227.58,54.8,-403.3,-9.92
4979.4,4594.86,2930.63,4667.4,6305.86,4126,4699.2,291,10,280.2,5.96,-104.34,-2.22,-1768.57,-37.64,-31.8,-0.68,1606.66,34.19,-573.2,-12.2
5687.21,4593.29,2938.75,4662.71,6317.55,4179,4701.6,292,10,985.61,20.96,-108.31,-2.3,-1762.85,-37.49,-38.89,-0.83,1615.95,34.37,-522.6,-11.12
5021.47,5125.51,2549.67,5210.68,6329.15,4469,5269.0,293,10,-247.53,-4.7,-143.49,-2.72,-2719.33,-51.61,-58.32,-1.11,1060.15,20.12,-800.0,-15.18
5041.79,5098.06,2136.63,5192.0,6340.64,4363,5261.5,294,10,-219.71,-4.18,-163.44,-3.11,-3124.87,-59.39,-69.5,-1.32,1079.14,20.51,-898.5,-17.08
5079.18,4691.7,2182.6,4773.01,6355.72,4170,4811.9,295,10,267.28,5.55,-120.2,-2.5,-2629.3,-54.64,-38.89,-0.81,1543.82,32.08,-641.9,-13.34
5081.12,4932.58,2188.83,5028.91,6367.29,4121,5076.9,296,10,4.22,0.08,-144.32,-2.84,-2888.07,-56.89,-47.99,-0.95,1290.39,25.42,-955.9,-18.83
5795.09,4330.55,1717.46,4387.6,6378.85,3993,4419.8,297,10,1375.29,31.12,-89.25,-2.02,-2702.34,-61.14,-32.2,-0.73,1959.05,44.32,-426.8,-9.66
5815.21,4248.95,1721.76,4312.32,6385.73,3986,4344.3,298,10,1470.91,33.86,-95.35,-2.19,-2622.54,-60.37,-31.98,-0.74,2041.43,46.99,-358.3,-8.25
5136.91,5054.5,2150.77,5131.99,6396.8,4541,5199.1,299,10,-62.19,-1.2,-144.6,-2.78,-3048.33,-58.63,-67.11,-1.29,1197.7,23.04,-658.1,-12.66
5853.99,4928.43,2155.85,5010.41,6407.79,4425,5133.5,300,10,720.49,14.04,-205.07,-3.99,-2977.65,-58.0,-123.09,-2.4,1274.29,24.82,-708.5,-13.8
5171.95,5389.73,2160.84,5507.9,6418.71,4551,5632.5,301,10,-460.55,-8.18,-242.77,-4.31,-3471.66,-61.64,-124.6,-2.21,786.21,13.96,-1081.5,-19.2
5188.76,5668.24,2165.73,5773.15,6429.56,4577,5865.4,302,10,-676.64,-11.54,-197.16,-3.36,-3699.67,-63.08,-92.25,-1.57,564.16,9.62,-1288.4,-21.97
5908.35,5192.41,2262.29,5289.31,5852.41,4502,5402.7,303,10,505.65,9.36,-210.29,-3.89,-3140.41,-58.13,-113.39,-2.1,449.71,8.32,-900.7,-16.67
5221.11,4855.19,2267.85,4921.73,5862.54,4469,4963.0,304,10,258.11,5.2,-107.81,-2.17,-2695.15,-54.3,-41.27,-0.83,899.54,18.12,-494.0,-9.95
5236.66,4769.14,2099.34,4847.96,6272.74,4427,4923.9,305,11,312.76,6.35,-154.76,-3.14,-2824.56,-57.36,-75.94,-1.54,1348.84,27.39,-496.9,-10.09
5958.43,5421.42,1999.72,5530.58,6282.91,4610,5648.1,306,11,310.33,5.49,-226.68,-4.01,-3648.38,-64.59,-117.52,-2.08,634.81,11.24,-1038.1,-18.38
5266.52,5453.33,2003.62,5546.59,6293.06,4666,5592.3,307,11,-325.78,-5.83,-138.97,-2.48,-3588.68,-64.17,-45.71,-0.82,700.76,12.53,-926.3,-16.56
5280.84,4432.61,2007.45,4505.98,6303.18,4181,4557.5,308,11,723.34,15.87,-124.89,-2.74,-2550.05,-55.95,-51.52,-1.13,1745.68,38.3,-376.5,-8.26
6004.4,4278.72,2011.19,4328.82,6313.28,4161,4367.4,309,11,1637.0,37.48,-88.68,-2.03,-2356.21,-53.95,-38.58,-0.88,1945.88,44.55,-206.4,-4.73
5306.59,3709.54,1721.35,3762.26,6975.97,3620,3781.9,310,11,1524.69,40.32,-72.36,-1.91,-2060.55,-54.48,-19.64,-0.52,3194.07,84.46,-161.9,-4.28
5312.16,4696.75,1725.11,4778.82,6986.42,4378,4837.5,311,11,474.66,9.81,-140.75,-2.91,-3112.39,-64.34,-58.68,-1.21,2148.92,44.42,-459.5,-9.5
6044.51,4525.07,1728.8,4596.55,6996.84,4262,4625.5,312,11,1419.01,30.68,-100.43,-2.17,-2896.7,-62.62,-28.95,-0.63,2371.34,51.27,-363.5,-7.86
4648.65,5463.8,1732.4,5570.56,7007.23,4662,5612.9,313,11,-964.25,-17.18,-149.1,-2.66,-3880.5,-69.14,-42.34,-0.75,1394.33,24.84,-950.9,-16.94
5356.36,5257.25,1735.94,5353.09,7685.25,4821,5399.5,314,11,-43.14,-0.8,-142.25,-2.63,-3663.56,-67.85,-46.41,-0.86,2285.75,42.33,-578.5,-10.71
6082.32,4837.57,1573.5,4907.51,7696.49,4505,4930.0,315,11,1152.32,23.37,-92.43,-1.87,-3356.5,-68.08,-22.49,-0.46,2766.49,56.12,-425.0,-8.62
5396.03,4189.03,1576.14,4250.78,7707.7,4041,4272.1,316,11,1123.93,26.31,-83.07,-1.94,-2695.96,-63.11,-21.32,-0.5,3435.6,80.42,-231.1,-5.41
5389.62,4779.37,1801.07,4864.41,7702.27,4505,4919.0,317,11,470.62,9.57,-139.63,-2.84,-3117.93,-63.39,-54.59,-1.11,2783.27,56.58,-414.0,-8.42
5399.96,4372.29,2276.95,4461.07,7065.79,4209,4545.4,318,11,854.56,18.8,-173.11,-3.81,-2268.45,-49.91,-84.33,-1.86,2520.39,55.45,-336.4,-7.4
6126.89,5065.11,2280.52,5161.32,7076.03,4825,5253.9,319,11,872.99,16.62,-188.79,-3.59,-2973.38,-56.59,-92.58,-1.76,1822.13,34.68,-428.9,-8.16
5133.26,4950.73,2284.0,5043.51,7086.25,4726,5097.5,320,11,35.76,0.7,-146.77,-2.88,-2813.5,-55.19,-53.99,-1.06,1988.75,39.01,-371.5,-7.29
5417.97,5195.19,2287.38,5295.25,7096.45,4866,5386.7,321,11,31.27,0.58,-191.51,-3.56,-3099.32,-57.54,-91.45,-1.7,1709.75,31.74,-520.7,-9.67
5437.71,5699.09,2290.66,5775.4,7106.63,5038,5806.9,322,11,-369.19,-6.36,-107.81,-1.86,-3516.24,-60.55,-31.5,-0.54,1299.73,22.38,-768.9,-13.24
6153.71,4857.87,2293.84,4896.58,7116.79,4615,4954.9,323,11,1198.81,24.19,-97.03,-1.96,-2661.06,-53.71,-58.32,-1.18,2161.89,43.63,-339.9,-6.86
5471.46,5452.92,1874.93,5523.36,7126.92,4857,5567.8,324,11,-96.34,-1.73,-114.88,-2.06,-3692.87,-66.33,-44.44,-0.8,1559.12,28.0,-710.8,-12.77
5450.3,5509.84,1877.54,5581.74,7137.02,5067,5624.8,325,11,-174.51,-3.1,-114.96,-2.04,-3747.26,-66.62,-43.06,-0.77,1512.22,26.88,-557.8,-9.92
5469.98,5017.37,2355.83,5067.93,7147.1,4695,5086.7,326,11,383.28,7.53,-69.33,-1.36,-2730.87,-53.69,-18.77,-0.37,2060.4,40.51,-391.7,-7.7
5168.26,4685.32,2358.59,4726.87,7157.15,4463,4763.6,327,11,404.66,8.49,-78.28,-1.64,-2405.01,-50.49,-36.73,-0.77,2393.55,50.25,-300.6,-6.31
5792.04,5204.26,2361.27,5265.81,7167.17,4838,5334.1,328,11,457.94,8.59,-129.84,-2.43,-2972.83,-55.73,-68.29,-1.28,1833.07,34.37,-496.1,-9.3
4637.86,5177.92,2363.84,5229.77,7177.16,4879,5270.8,329,11,-632.94,-12.01,-92.88,-1.76,-2906.96,-55.15,-41.03,-0.78,1906.36,36.17,-391.8,-7.43
4792.59,4676.36,2366.33,4716.87,7212.65,4466,4760.2,330,11,32.39,0.68,-83.84,-1.76,-2393.87,-50.29,-43.33,-0.91,2452.45,51.52,-294.2,-6.18
5177.69,5002.73,2700.89,5048.45,7223.32,4757,5109.8,331,11,67.89,1.33,-107.07,-2.1,-2408.91,-47.14,-61.35,-1.2,2113.52,41.36,-352.8,-6.9
5374.56,5517.09,2226.2,5579.83,7333.1,5158,5655.4,332,11,-280.84,-4.97,-138.31,-2.45,-3429.2,-60.64,-75.57,-1.34,1677.7,29.67,-497.4,-8.8
5514.2,5379.79,1944.71,5444.15,7345.09,4937,5482.2,333,11,32.0,0.58,-102.41,-1.87,-3537.49,-64.53,-38.05,-0.69,1862.89,33.98,-545.2,-9.94
4362.62,4947.05,2427.82,4999.79,7357.02,4603,5026.1,334,11,-663.48,-13.2,-79.05,-1.57,-2598.28,-51.7,-26.31,-0.52,2330.92,46.38,-423.1,-8.42
4917.82,5049.63,1867.83,5092.27,7567.31,4828,5147.9,335,12,-230.08,-4.47,-98.27,-1.91,-3280.07,-63.72,-55.63,-1.08,2419.41,47.0,-319.9,-6.21
3946.77,5422.33,1869.47,5500.89,7580.69,4799,5563.5,336,12,-1616.73,-29.06,-141.17,-2.54,-3694.03,-66.4,-62.61,-1.13,2017.19,36.26,-764.5,-13.74
4220.13,5410.97,1871.05,5485.02,7592.64,4778,5496.0,337,12,-1275.87,-23.21,-85.03,-1.55,-3624.95,-65.96,-10.98,-0.2,2096.64,38.15,-718.0,-13.06
4644.09,5650.79,2258.98,5727.68,7604.51,4994,5770.6,338,12,-1126.51,-19.52,-119.81,-2.08,-3511.62,-60.85,-42.92,-0.74,1833.91,31.78,-776.6,-13.46
5540.81,5248.66,2260.64,5303.12,7616.29,4847,5318.7,339,12,222.11,4.18,-70.04,-1.32,-3058.06,-57.5,-15.58,-0.29,2297.59,43.2,-471.7,-8.87
4218.09,5277.36,2262.22,5328.0,7627.99,4942,5385.6,340,12,-1167.51,-21.68,-108.24,-2.01,-3123.38,-58.0,-57.6,-1.07,2242.39,41.64,-443.6,-8.24
4917.09,4857.88,2263.71,4899.02,7639.59,4586,4935.5,341,12,-18.41,-0.37,-77.62,-1.57,-2671.79,-54.13,-36.48,-0.74,2704.09,54.79,-349.5,-7.08
4498.32,5380.67,2265.12,5440.35,7651.08,4935,5498.9,342,12,-1000.58,-18.2,-118.23,-2.15,-3233.78,-58.81,-58.55,-1.06,2152.18,39.14,-563.9,-10.25
3602.18,4898.18,2758.53,4938.58,7662.47,4673,4982.4,343,12,-1380.22,-27.7,-84.22,-1.69,-2223.87,-44.63,-43.82,-0.88,2680.07,53.79,-309.4,-6.21
3636.06,4916.81,2759.9,4972.99,7673.74,4487,5012.5,344,12,-1376.44,-27.46,-95.69,-1.91,-2252.6,-44.94,-39.51,-0.79,2661.24,53.09,-525.5,-10.48
3229.31,4716.58,2842.4,4758.44,7684.89,4383,4770.7,345,12,-1541.39,-32.31,-54.12,-1.13,-1928.3,-40.42,-12.26,-0.26,2914.19,61.09,-387.7,-8.13
3815.98,4855.44,2351.14,4894.98,7022.84,4592,4922.3,346,12,-1106.32,-22.48,-66.86,-1.36,-2571.16,-52.23,-27.32,-0.56,2100.54,42.67,-330.3,-6.71
3453.77,4901.16,2844.65,4951.56,7040.66,4524,4991.6,347,12,-1537.83,-30.81,-90.44,-1.81,-2146.95,-43.01,-40.04,-0.8,2049.06,41.05,-467.6,-9.37
2983.43,4704.18,2845.65,4753.37,7051.87,4345,4786.3,348,12,-1802.87,-37.67,-82.12,-1.72,-1940.65,-40.55,-32.93,-0.69,2265.57,47.33,-441.3,-9.22
1733.45,5300.29,2846.56,5350.42,7062.94,4854,5421.9,349,12,-3688.45,-68.03,-121.61,-2.24,-2575.34,-47.5,-71.48,-1.32,1641.04,30.27,-567.9,-10.47
3606.29,5430.72,2847.4,5488.87,7073.84,4887,5539.6,350,12,-1933.31,-34.9,-108.88,-1.97,-2692.2,-48.6,-50.73,-0.92,1534.24,27.7,-652.6,-11.78
1326.71,5967.67,2848.15,6042.33,7084.59,5064,6143.6,351,12,-4816.89,-78.4,-175.93,-2.86,-3295.45,-53.64,-101.27,-1.65,940.99,15.32,-1079.6,-17.57
1326.81,5371.34,2848.83,5444.64,7095.16,4680,5474.6,352,12,-4147.79,-75.76,-103.26,-1.89,-2625.77,-47.96,-29.96,-0.55,1620.56,29.6,-794.6,-14.51
2034.09,5071.02,2849.42,5185.82,7105.56,4730,5198.1,353,12,-3164.01,-60.87,-127.08,-2.44,-2348.68,-45.18,-12.28,-0.24,1907.46,36.7,-468.1,-9.01
6290.92,6054.1,2849.94,6127.08,7115.78,5121,6198.6,354,12,92.32,1.49,-144.5,-2.33,-3348.66,-54.02,-71.52,-1.15,917.18,14.8,-1077.6,-17.38
1326.84,5381.33,2850.37,5452.74,7125.8,4692,5472.1,355,12,-4145.26,-75.75,-90.77,-1.66,-2621.73,-47.91,-19.36,-0.35,1653.7,30.22,-780.1,-14.26
6290.74,5071.12,2850.73,5117.6,7135.61,4596,5152.1,356,12,1138.64,22.1,-80.98,-1.57,-2301.37,-44.67,-34.5,-0.67,1983.51,38.5,-556.1,-10.79
2033.98,4725.46,2851.0,4761.97,7145.22,4401,4769.4,357,12,-2735.42,-57.35,-43.94,-0.92,-1918.4,-40.22,-7.43,-0.16,2375.82,49.81,-368.4,-7.72
1326.65,5238.25,2851.2,5278.14,7154.59,4768,5275.7,358,12,-3949.05,-74.85,-37.45,-0.71,-2424.5,-45.96,2.44,0.05,1878.89,35.61,-507.7,-9.62
2407.93,5276.31,2851.31,5325.24,7163.74,4753,5354.2,359,12,-2946.27,-55.03,-77.89,-1.45,-2502.89,-46.75,-28.96,-0.54,1809.54,33.8,-601.2,-11.23
2931.32,5781.29,2851.35,5861.03,7172.64,4992,5940.5,360,12,-3009.18,-50.66,-159.21,-2.68,-3089.15,-52.0,-79.47,-1.34,1232.15,20.74,-948.5,-15.97
2665.45,5295.3,2851.3,5343.36,7181.3,4803,5380.8,361,12,-2715.35,-50.46,-85.5,-1.59,-2529.5,-47.01,-37.44,-0.7,1800.5,33.46,-577.8,-10.74
3139.77,5707.9,2851.17,5846.25,7189.69,4931,5891.9,362,12,-2752.13,-46.71,-184.0,-3.12,-3040.73,-51.61,-45.65,-0.77,1297.79,22.03,-960.9,-16.31
2872.78,5327.75,2850.95,5443.11,7197.81,4720,5464.0,363,12,-2591.22,-47.42,-136.25,-2.49,-2613.05,-47.82,-20.89,-0.38,1733.81,31.73,-744.0,-13.62
4061.23,5714.19,2850.66,5852.05,7205.65,4850,5967.3,364,12,-1906.07,-31.94,-253.11,-4.24,-3116.64,-52.23,-115.25,-1.93,1238.35,20.75,-1117.3,-18.72
3827.69,5725.67,2356.73,5785.3,7213.2,4961,5808.1,365,12,-1980.41,-34.1,-82.43,-1.42,-3451.37,-59.42,-22.8,-0.39,1405.1,24.19,-847.1,-14.58
